-183.750, 79.534, 0.732,  1.765
-183.749, 79.511, 0.714,  1.798
-183.747, 79.487, 0.700,  1.831
-183.746, 79.465, 0.695,  1.864
-183.744, 79.442, 0.694,  1.897
-183.743, 79.419, 0.694,  1.930
-183.741, 79.395, 0.696,  1.963
-183.740, 79.372, 0.699,  1.996
-183.738, 79.349, 0.699,  2.029
-183.737, 79.325, 0.711,  2.062
-183.735, 79.302, 0.701,  2.095
-183.734, 79.279, 0.703,  2.128
-183.732, 79.255, 0.699,  2.161
-183.731, 79.231, 0.721,  2.194
-183.729, 79.206, 0.725,  2.227
-183.728, 79.181, 0.754,  2.260
-183.726, 79.155, 0.753,  2.293
-183.725, 79.129, 0.777,  2.326
-183.723, 79.102, 0.784,  2.359
-183.721, 79.076, 0.784,  2.392
-183.720, 79.049, 0.793,  2.425
-183.718, 79.022, 0.797,  2.458
-183.716, 78.995, 0.810,  2.491
-183.715, 78.968, 0.816,  2.524
-183.713, 78.939, 0.832,  2.557
-183.711, 78.911, 0.828,  2.590
-183.710, 78.883, 0.848,  2.623
-183.708, 78.854, 0.863,  2.656
-183.706, 78.826, 0.855,  2.689
-183.705, 78.798, 0.838,  2.722
-183.703, 78.771, 0.825,  2.755
-183.701, 78.744, 0.816,  2.788
-183.700, 78.717, 0.810,  2.821
-183.698, 78.690, 0.805,  2.854
-183.696, 78.663, 0.802,  2.887
-183.695, 78.637, 0.801,  2.920
-183.693, 78.610, 0.801,  2.953
-183.691, 78.583, 0.802,  2.986
-183.689, 78.557, 0.804,  3.019
-183.688, 78.530, 0.807,  3.052
-183.686, 78.503, 0.810,  3.085
-183.684, 78.476, 0.814,  3.118
-183.683, 78.449, 0.818,  3.151
-183.681, 78.421, 0.822,  3.184
-183.679, 78.394, 0.827,  3.217
-183.677, 78.366, 0.832,  3.250
-183.675, 78.338, 0.837,  3.283
-183.674, 78.310, 0.842,  3.316
-183.672, 78.282, 0.847,  3.349
-183.670, 78.254, 0.853,  3.382
-183.668, 78.225, 0.858,  3.415
-183.666, 78.196, 0.863,  3.448
-183.665, 78.168, 0.869,  3.481
-183.663, 78.139, 0.874,  3.514
-183.661, 78.109, 0.879,  3.547
-183.659, 78.080, 0.885,  3.580
-183.657, 78.050, 0.890,  3.613
-183.655, 78.021, 0.896,  3.646
-183.654, 77.991, 0.901,  3.679
-183.652, 77.961, 0.906,  3.712
-183.650, 77.930, 0.913,  3.745
-183.648, 77.900, 0.919,  3.778
-183.646, 77.869, 0.925,  3.811
-183.644, 77.838, 0.934,  3.844
-183.642, 77.807, 0.940,  3.877
-183.640, 77.775, 0.947,  3.910
-183.638, 77.743, 0.953,  3.943
-183.636, 77.712, 0.959,  3.976
-183.634, 77.679, 0.964,  4.009
-183.632, 77.647, 0.970,  4.042
-183.630, 77.615, 0.975,  4.075
-183.629, 77.582, 0.980,  4.108
-183.627, 77.550, 0.985,  4.141
-183.625, 77.517, 0.989,  4.174
-183.623, 77.484, 0.994,  4.207
-183.621, 77.451, 0.999,  4.240
-183.619, 77.417, 1.003,  4.273
-183.617, 77.384, 1.008,  4.306
-183.615, 77.350, 1.013,  4.339
-183.613, 77.316, 1.017,  4.372
-183.611, 77.282, 1.022,  4.405
-183.609, 77.248, 1.026,  4.438
-183.607, 77.214, 1.031,  4.471
-183.604, 77.180, 1.035,  4.504
-183.602, 77.145, 1.040,  4.537
-183.600, 77.110, 1.044,  4.570
-183.598, 77.075, 1.049,  4.603
-183.596, 77.040, 1.053,  4.636
-183.594, 77.005, 1.058,  4.669
-183.592, 76.970, 1.063,  4.702
-183.590, 76.934, 1.067,  4.735
-183.588, 76.899, 1.072,  4.768
-183.586, 76.863, 1.077,  4.801
-183.584, 76.827, 1.081,  4.834
-183.582, 76.791, 1.086,  4.867
-183.580, 76.755, 1.091,  4.900
-183.578, 76.718, 1.096,  4.933
-183.575, 76.682, 1.100,  4.966
-183.573, 76.645, 1.105,  4.999
-183.571, 76.608, 1.110,  5.032
-183.569, 76.571, 1.115,  5.065
-183.567, 76.534, 1.120,  5.098
-183.565, 76.496, 1.125,  5.131
-183.563, 76.459, 1.130,  5.164
-183.561, 76.421, 1.134,  5.197
-183.559, 76.383, 1.139,  5.230
-183.556, 76.345, 1.144,  5.263
-183.554, 76.307, 1.149,  5.296
-183.552, 76.269, 1.154,  5.329
-183.550, 76.230, 1.159,  5.362
-183.548, 76.191, 1.164,  5.395
-183.546, 76.152, 1.169,  5.428
-183.544, 76.113, 1.174,  5.461
-183.541, 76.074, 1.179,  5.494
-183.539, 76.035, 1.184,  5.527
-183.537, 75.995, 1.189,  5.560
-183.535, 75.956, 1.194,  5.593
-183.533, 75.916, 1.199,  5.626
-183.531, 75.876, 1.204,  5.659
-183.528, 75.835, 1.209,  5.692
-183.526, 75.795, 1.214,  5.725
-183.524, 75.755, 1.219,  5.758
-183.522, 75.714, 1.224,  5.791
-183.520, 75.673, 1.229,  5.824
-183.517, 75.632, 1.235,  5.857
-183.515, 75.591, 1.240,  5.890
-183.513, 75.549, 1.245,  5.923
-183.511, 75.508, 1.250,  5.956
-183.509, 75.466, 1.255,  5.989
-183.507, 75.424, 1.260,  6.022
-183.504, 75.382, 1.265,  6.055
-183.502, 75.340, 1.270,  6.088
-183.500, 75.297, 1.276,  6.121
-183.498, 75.255, 1.281,  6.154
-183.495, 75.212, 1.286,  6.187
-183.493, 75.169, 1.291,  6.220
-183.491, 75.126, 1.296,  6.253
-183.489, 75.083, 1.302,  6.286
-183.487, 75.039, 1.307,  6.319
-183.484, 74.996, 1.312,  6.352
-183.482, 74.952, 1.317,  6.385
-183.480, 74.908, 1.322,  6.418
-183.478, 74.864, 1.328,  6.451
-183.476, 74.819, 1.333,  6.484
-183.473, 74.775, 1.338,  6.517
-183.471, 74.730, 1.343,  6.550
-183.469, 74.685, 1.349,  6.583
-183.467, 74.640, 1.354,  6.616
-183.465, 74.595, 1.359,  6.649
-183.462, 74.550, 1.365,  6.682
-183.460, 74.504, 1.370,  6.715
-183.458, 74.458, 1.375,  6.748
-183.456, 74.412, 1.380,  6.781
-183.454, 74.366, 1.386,  6.814
-183.451, 74.320, 1.391,  6.847
-183.449, 74.273, 1.397,  6.880
-183.447, 74.227, 1.402,  6.913
-183.445, 74.180, 1.407,  6.946
-183.443, 74.133, 1.413,  6.979
-183.440, 74.086, 1.418,  7.012
-183.438, 74.039, 1.423,  7.045
-183.436, 73.991, 1.429,  7.078
-183.434, 73.943, 1.434,  7.111
-183.432, 73.895, 1.440,  7.144
-183.429, 73.847, 1.445,  7.177
-183.427, 73.799, 1.450,  7.210
-183.425, 73.751, 1.456,  7.243
-183.423, 73.702, 1.461,  7.276
-183.420, 73.653, 1.467,  7.309
-183.418, 73.604, 1.472,  7.342
-183.416, 73.555, 1.478,  7.375
-183.414, 73.506, 1.483,  7.408
-183.412, 73.456, 1.489,  7.441
-183.409, 73.406, 1.494,  7.474
-183.407, 73.357, 1.500,  7.507
-183.405, 73.306, 1.505,  7.540
-183.403, 73.256, 1.511,  7.573
-183.401, 73.206, 1.517,  7.606
-183.398, 73.155, 1.522,  7.639
-183.396, 73.104, 1.528,  7.672
-183.394, 73.053, 1.533,  7.705
-183.392, 73.002, 1.539,  7.738
-183.390, 72.951, 1.545,  7.771
-183.387, 72.899, 1.550,  7.804
-183.385, 72.847, 1.556,  7.837
-183.383, 72.795, 1.561,  7.870
-183.381, 72.743, 1.567,  7.903
-183.379, 72.691, 1.573,  7.936
-183.376, 72.638, 1.578,  7.969
-183.374, 72.586, 1.584,  8.002
-183.372, 72.533, 1.590,  8.035
-183.370, 72.480, 1.595,  8.068
-183.368, 72.426, 1.601,  8.101
-183.365, 72.373, 1.607,  8.134
-183.363, 72.319, 1.613,  8.167
-183.361, 72.265, 1.618,  8.200
-183.359, 72.211, 1.624,  8.233
-183.357, 72.157, 1.630,  8.266
-183.355, 72.103, 1.636,  8.299
-183.352, 72.048, 1.641,  8.332
-183.350, 71.993, 1.647,  8.365
-183.348, 71.938, 1.653,  8.398
-183.346, 71.883, 1.659,  8.431
-183.344, 71.828, 1.665,  8.464
-183.342, 71.772, 1.670,  8.497
-183.339, 71.716, 1.676,  8.530
-183.337, 71.660, 1.682,  8.563
-183.335, 71.604, 1.688,  8.596
-183.333, 71.548, 1.694,  8.629
-183.331, 71.491, 1.700,  8.662
-183.329, 71.434, 1.706,  8.695
-183.326, 71.377, 1.712,  8.728
-183.324, 71.320, 1.718,  8.761
-183.322, 71.263, 1.723,  8.794
-183.320, 71.205, 1.729,  8.827
-183.318, 71.148, 1.735,  8.860
-183.316, 71.090, 1.741,  8.893
-183.314, 71.031, 1.747,  8.926
-183.312, 70.973, 1.753,  8.959
-183.309, 70.914, 1.759,  8.992
-183.307, 70.856, 1.765,  9.025
-183.305, 70.797, 1.771,  9.058
-183.303, 70.738, 1.778,  9.091
-183.301, 70.678, 1.784,  9.124
-183.299, 70.619, 1.790,  9.157
-183.297, 70.559, 1.796,  9.190
-183.295, 70.499, 1.802,  9.223
-183.292, 70.439, 1.808,  9.256
-183.290, 70.378, 1.814,  9.289
-183.288, 70.318, 1.820,  9.322
-183.286, 70.257, 1.827,  9.355
-183.284, 70.196, 1.833,  9.388
-183.282, 70.135, 1.839,  9.421
-183.280, 70.073, 1.845,  9.454
-183.278, 70.012, 1.851,  9.487
-183.276, 69.950, 1.857,  9.520
-183.274, 69.888, 1.864,  9.553
-183.272, 69.826, 1.870,  9.586
-183.270, 69.763, 1.876,  9.619
-183.267, 69.700, 1.882,  9.652
-183.265, 69.638, 1.889,  9.685
-183.263, 69.575, 1.895,  9.718
-183.261, 69.511, 1.901,  9.751
-183.259, 69.448, 1.908,  9.784
-183.257, 69.384, 1.914,  9.817
-183.255, 69.320, 1.920,  9.850
-183.253, 69.256, 1.927,  9.883
-183.251, 69.192, 1.933,  9.916
-183.249, 69.127, 1.939,  9.949
-183.247, 69.062, 1.946,  9.982
-183.245, 68.997, 1.952, 10.015
-183.243, 68.932, 1.959, 10.048
-183.241, 68.867, 1.965, 10.081
-183.239, 68.801, 1.972, 10.114
-183.237, 68.735, 1.978, 10.147
-183.235, 68.669, 1.984, 10.180
-183.233, 68.603, 1.991, 10.213
-183.231, 68.536, 1.997, 10.246
-183.229, 68.470, 2.004, 10.279
-183.227, 68.403, 2.011, 10.312
-183.225, 68.336, 2.017, 10.345
-183.223, 68.268, 2.024, 10.378
-183.221, 68.201, 2.030, 10.411
-183.219, 68.133, 2.037, 10.444
-183.217, 68.065, 2.043, 10.477
-183.215, 67.996, 2.050, 10.510
-183.213, 67.928, 2.057, 10.543
-183.211, 67.859, 2.063, 10.576
-183.209, 67.790, 2.070, 10.609
-183.207, 67.721, 2.077, 10.642
-183.205, 67.652, 2.083, 10.675
-183.203, 67.582, 2.090, 10.708
-183.201, 67.512, 2.097, 10.741
-183.199, 67.442, 2.104, 10.774
-183.197, 67.372, 2.110, 10.807
-183.195, 67.302, 2.117, 10.840
-183.193, 67.231, 2.124, 10.873
-183.191, 67.160, 2.131, 10.906
-183.189, 67.089, 2.138, 10.939
-183.187, 67.017, 2.144, 10.972
-183.185, 66.946, 2.151, 11.005
-183.184, 66.874, 2.158, 11.038
-183.182, 66.802, 2.165, 11.071
-183.180, 66.729, 2.172, 11.104
-183.178, 66.657, 2.179, 11.137
-183.176, 66.584, 2.186, 11.170
-183.174, 66.511, 2.193, 11.203
-183.172, 66.438, 2.200, 11.236
-183.170, 66.364, 2.207, 11.269
-183.168, 66.291, 2.214, 11.302
-183.166, 66.217, 2.221, 11.335
-183.164, 66.143, 2.228, 11.368
-183.163, 66.068, 2.235, 11.401
-183.161, 65.994, 2.242, 11.434
-183.159, 65.919, 2.249, 11.467
-183.157, 65.843, 2.256, 11.500
-183.155, 65.768, 2.263, 11.533
-183.153, 65.693, 2.270, 11.566
-183.151, 65.617, 2.278, 11.599
-183.149, 65.541, 2.285, 11.632
-183.147, 65.464, 2.292, 11.665
-183.146, 65.388, 2.299, 11.698
-183.144, 65.311, 2.306, 11.731
-183.142, 65.234, 2.313, 11.764
-183.140, 65.157, 2.321, 11.797
-183.138, 65.079, 2.328, 11.830
-183.136, 65.001, 2.335, 11.863
-183.134, 64.923, 2.342, 11.896
-183.133, 64.845, 2.349, 11.929
-183.131, 64.767, 2.357, 11.962
-183.129, 64.688, 2.364, 11.995
-183.127, 64.609, 2.371, 12.028
-183.125, 64.530, 2.379, 12.061
-183.123, 64.450, 2.386, 12.094
-183.122, 64.371, 2.393, 12.127
-183.120, 64.291, 2.401, 12.160
-183.118, 64.210, 2.408, 12.193
-183.116, 64.130, 2.415, 12.226
-183.114, 64.049, 2.423, 12.259
-183.113, 63.968, 2.430, 12.292
-183.111, 63.887, 2.438, 12.325
-183.109, 63.806, 2.445, 12.358
-183.107, 63.724, 2.453, 12.391
-183.105, 63.642, 2.460, 12.424
-183.103, 63.560, 2.468, 12.457
-183.102, 63.478, 2.475, 12.490
-183.100, 63.395, 2.483, 12.523
-183.098, 63.312, 2.491, 12.556
-183.096, 63.229, 2.498, 12.589
-183.095, 63.145, 2.506, 12.622
-183.093, 63.062, 2.514, 12.655
-183.091, 62.978, 2.521, 12.688
-183.089, 62.893, 2.529, 12.721
-183.087, 62.809, 2.537, 12.754
-183.086, 62.724, 2.545, 12.787
-183.084, 62.639, 2.552, 12.820
-183.082, 62.554, 2.560, 12.853
-183.080, 62.468, 2.568, 12.886
-183.079, 62.383, 2.576, 12.919
-183.077, 62.297, 2.584, 12.952
-183.075, 62.210, 2.592, 12.985
-183.073, 62.124, 2.599, 13.018
-183.072, 62.037, 2.607, 13.051
-183.070, 61.950, 2.615, 13.084
-183.068, 61.862, 2.623, 13.117
-183.066, 61.775, 2.631, 13.150
-183.065, 61.687, 2.639, 13.183
-183.063, 61.599, 2.647, 13.216
-183.061, 61.510, 2.655, 13.249
-183.059, 61.422, 2.663, 13.282
-183.058, 61.333, 2.671, 13.315
-183.056, 61.243, 2.679, 13.348
-183.054, 61.154, 2.688, 13.381
-183.053, 61.064, 2.696, 13.414
-183.051, 60.974, 2.704, 13.447
-183.049, 60.884, 2.712, 13.480
-183.048, 60.793, 2.720, 13.513
-183.046, 60.702, 2.729, 13.546
-183.044, 60.611, 2.737, 13.579
-183.042, 60.520, 2.745, 13.612
-183.041, 60.428, 2.754, 13.645
-183.039, 60.336, 2.762, 13.678
-183.037, 60.244, 2.771, 13.711
-183.036, 60.151, 2.779, 13.744
-183.034, 60.058, 2.788, 13.777
-183.032, 59.965, 2.796, 13.810
-183.031, 59.872, 2.805, 13.843
-183.029, 59.778, 2.814, 13.876
-183.027, 59.684, 2.822, 13.909
-183.026, 59.590, 2.831, 13.942
-183.024, 59.495, 2.840, 13.975
-183.022, 59.400, 2.849, 14.008
-183.021, 59.305, 2.857, 14.041
-183.019, 59.210, 2.866, 14.074
-183.017, 59.114, 2.875, 14.107
-183.016, 59.018, 2.884, 14.140
-183.014, 58.922, 2.893, 14.173
-183.012, 58.825, 2.902, 14.206
-183.011, 58.728, 2.911, 14.239
-183.009, 58.631, 2.920, 14.272
-183.007, 58.533, 2.929, 14.305
-183.006, 58.435, 2.938, 14.338
-183.004, 58.337, 2.947, 14.371
-183.002, 58.239, 2.956, 14.404
-183.001, 58.140, 2.965, 14.437
-182.999, 58.041, 2.974, 14.470
-182.997, 57.942, 2.984, 14.503
-182.996, 57.842, 2.993, 14.536
-182.994, 57.742, 3.002, 14.569
-182.992, 57.642, 3.011, 14.602
-182.991, 57.541, 3.021, 14.635
-182.989, 57.440, 3.030, 14.668
-182.988, 57.339, 3.040, 14.701
-182.986, 57.237, 3.049, 14.734
-182.984, 57.136, 3.058, 14.767
-182.983, 57.033, 3.068, 14.800
-182.981, 56.931, 3.078, 14.833
-182.979, 56.828, 3.087, 14.866
-182.978, 56.725, 3.097, 14.899
-182.976, 56.621, 3.106, 14.932
-182.975, 56.518, 3.116, 14.965
-182.973, 56.414, 3.126, 14.998
-182.971, 56.309, 3.135, 15.031
-182.970, 56.204, 3.145, 15.064
-182.968, 56.099, 3.155, 15.097
-182.967, 55.994, 3.165, 15.130
-182.965, 55.888, 3.175, 15.163
-182.963, 55.782, 3.185, 15.196
-182.962, 55.676, 3.195, 15.229
-182.960, 55.569, 3.205, 15.262
-182.959, 55.462, 3.215, 15.295
-182.957, 55.355, 3.225, 15.328
-182.955, 55.247, 3.235, 15.361
-182.954, 55.139, 3.245, 15.394
-182.952, 55.030, 3.255, 15.427
-182.951, 54.922, 3.265, 15.460
-182.949, 54.813, 3.275, 15.493
-182.947, 54.703, 3.286, 15.526
-182.946, 54.593, 3.296, 15.559
-182.944, 54.483, 3.306, 15.592
-182.943, 54.373, 3.317, 15.625
-182.941, 54.262, 3.327, 15.658
-182.940, 54.151, 3.337, 15.691
-182.938, 54.039, 3.348, 15.724
-182.936, 53.927, 3.358, 15.757
-182.935, 53.815, 3.369, 15.790
-182.933, 53.703, 3.379, 15.823
-182.932, 53.590, 3.390, 15.856
-182.930, 53.477, 3.401, 15.889
-182.929, 53.363, 3.411, 15.922
-182.927, 53.249, 3.422, 15.955
-182.926, 53.135, 3.433, 15.988
-182.924, 53.020, 3.444, 16.021
-182.922, 52.905, 3.454, 16.054
-182.921, 52.789, 3.465, 16.087
-182.919, 52.674, 3.476, 16.120
-182.918, 52.558, 3.487, 16.153
-182.916, 52.441, 3.498, 16.186
-182.915, 52.324, 3.509, 16.219
-182.913, 52.207, 3.520, 16.252
-182.912, 52.089, 3.531, 16.285
-182.910, 51.971, 3.542, 16.318
-182.908, 51.853, 3.554, 16.351
-182.907, 51.734, 3.565, 16.384
-182.905, 51.615, 3.576, 16.417
-182.904, 51.496, 3.587, 16.450
-182.902, 51.376, 3.599, 16.483
-182.901, 51.256, 3.610, 16.516
-182.899, 51.135, 3.621, 16.549
-182.898, 51.014, 3.633, 16.582
-182.896, 50.893, 3.644, 16.615
-182.895, 50.771, 3.656, 16.648
-182.893, 50.649, 3.667, 16.681
-182.892, 50.526, 3.679, 16.714
-182.890, 50.403, 3.691, 16.747
-182.889, 50.280, 3.702, 16.780
-182.887, 50.156, 3.714, 16.813
-182.885, 50.032, 3.726, 16.846
-182.884, 49.908, 3.738, 16.879
-182.882, 49.783, 3.749, 16.912
-182.881, 49.658, 3.761, 16.945
-182.879, 49.532, 3.773, 16.978
-182.878, 49.406, 3.785, 17.011
-182.876, 49.279, 3.797, 17.044
-182.875, 49.152, 3.809, 17.077
-182.873, 49.025, 3.821, 17.110
-182.872, 48.897, 3.834, 17.143
-182.870, 48.769, 3.846, 17.176
-182.869, 48.641, 3.858, 17.209
-182.867, 48.512, 3.870, 17.242
-182.866, 48.383, 3.882, 17.275
-182.864, 48.253, 3.895, 17.308
-182.863, 48.123, 3.907, 17.341
-182.861, 47.992, 3.919, 17.374
-182.860, 47.861, 3.932, 17.407
-182.858, 47.730, 3.944, 17.440
-182.857, 47.598, 3.956, 17.473
-182.855, 47.466, 3.968, 17.506
-182.854, 47.334, 3.981, 17.539
-182.852, 47.201, 3.993, 17.572
-182.851, 47.067, 4.005, 17.605
-182.849, 46.933, 4.017, 17.638
-182.848, 46.799, 4.029, 17.671
-182.846, 46.665, 4.042, 17.704
-182.845, 46.530, 4.054, 17.737
-182.843, 46.394, 4.066, 17.770
-182.842, 46.258, 4.078, 17.803
-182.840, 46.122, 4.091, 17.836
-182.839, 45.985, 4.103, 17.869
-182.837, 45.848, 4.115, 17.902
-182.836, 45.711, 4.128, 17.935
-182.834, 45.573, 4.140, 17.968
-182.833, 45.435, 4.152, 18.001
-182.831, 45.296, 4.165, 18.034
-182.830, 45.157, 4.177, 18.067
-182.828, 45.017, 4.190, 18.100
-182.827, 44.877, 4.202, 18.133
-182.825, 44.737, 4.215, 18.166
-182.824, 44.596, 4.227, 18.199
-182.822, 44.455, 4.240, 18.232
-182.821, 44.313, 4.252, 18.265
-182.819, 44.171, 4.265, 18.298
-182.818, 44.029, 4.278, 18.331
-182.816, 43.886, 4.291, 18.364
-182.815, 43.742, 4.303, 18.397
-182.813, 43.599, 4.316, 18.430
-182.812, 43.455, 4.329, 18.463
-182.811, 43.310, 4.342, 18.496
-182.809, 43.165, 4.355, 18.529
-182.808, 43.019, 4.368, 18.562
-182.806, 42.873, 4.381, 18.595
-182.805, 42.727, 4.394, 18.628
-182.803, 42.580, 4.407, 18.661
-182.802, 42.433, 4.420, 18.694
-182.800, 42.285, 4.434, 18.727
-182.799, 42.137, 4.447, 18.760
-182.797, 41.989, 4.460, 18.793
-182.796, 41.840, 4.473, 18.826
-182.794, 41.690, 4.487, 18.859
-182.793, 41.540, 4.500, 18.892
-182.791, 41.390, 4.514, 18.925
-182.790, 41.239, 4.527, 18.958
-182.788, 41.088, 4.541, 18.991
-182.787, 40.936, 4.555, 19.024
-182.785, 40.784, 4.568, 19.057
-182.784, 40.631, 4.582, 19.090
-182.782, 40.478, 4.596, 19.123
-182.781, 40.325, 4.609, 19.156
-182.779, 40.171, 4.623, 19.189
-182.778, 40.016, 4.637, 19.222
-182.776, 39.862, 4.651, 19.255
-182.775, 39.706, 4.665, 19.288
-182.774, 39.550, 4.679, 19.321
-182.772, 39.394, 4.693, 19.354
-182.771, 39.237, 4.707, 19.387
-182.769, 39.080, 4.722, 19.420
-182.768, 38.922, 4.736, 19.453
-182.766, 38.764, 4.750, 19.486
-182.765, 38.605, 4.764, 19.519
-182.763, 38.446, 4.779, 19.552
-182.762, 38.286, 4.793, 19.585
-182.760, 38.126, 4.808, 19.618
-182.759, 37.966, 4.822, 19.651
-182.757, 37.805, 4.837, 19.684
-182.756, 37.643, 4.851, 19.717
-182.754, 37.481, 4.866, 19.750
-182.753, 37.318, 4.881, 19.783
-182.751, 37.155, 4.895, 19.816
-182.750, 36.992, 4.910, 19.849
-182.748, 36.828, 4.925, 19.882
-182.747, 36.663, 4.940, 19.915
-182.745, 36.498, 4.955, 19.948
-182.744, 36.333, 4.970, 19.981
-182.742, 36.167, 4.985, 20.014
-182.741, 36.000, 5.000, 20.047
-182.739, 35.833, 5.016, 20.080
-182.738, 35.665, 5.031, 20.113
-182.736, 35.497, 5.046, 20.146
-182.735, 35.329, 5.061, 20.179
-182.734, 35.160, 5.076, 20.212
-182.732, 34.990, 5.090, 20.245
-182.731, 34.820, 5.100, 20.278
-182.729, 34.650, 5.095, 20.311
-182.728, 34.481, 5.078, 20.344
-182.726, 34.312, 5.062, 20.377
-182.725, 34.144, 5.050, 20.410
-182.723, 33.976, 5.042, 20.443
-182.722, 33.808, 5.037, 20.476
-182.720, 33.641, 5.035, 20.509
-182.719, 33.473, 5.036, 20.542
-182.717, 33.305, 5.041, 20.575
-182.716, 33.137, 5.048, 20.608
-182.714, 32.968, 5.058, 20.641
-182.713, 32.799, 5.070, 20.674
-182.711, 32.630, 5.085, 20.707
-182.710, 32.460, 5.102, 20.740
-182.708, 32.289, 5.121, 20.773
-182.707, 32.118, 5.141, 20.806
-182.706, 31.946, 5.163, 20.839
-182.704, 31.773, 5.186, 20.872
-182.703, 31.599, 5.211, 20.905
-182.701, 31.425, 5.236, 20.938
-182.700, 31.250, 5.261, 20.971
-182.698, 31.073, 5.287, 21.004
-182.697, 30.896, 5.314, 21.037
-182.695, 30.719, 5.340, 21.070
-182.694, 30.540, 5.367, 21.103
-182.692, 30.360, 5.394, 21.136
-182.691, 30.180, 5.420, 21.169
-182.689, 29.998, 5.446, 21.202
-182.687, 29.816, 5.472, 21.235
-182.686, 29.633, 5.498, 21.268
-182.684, 29.449, 5.523, 21.301
-182.683, 29.264, 5.548, 21.334
-182.681, 29.079, 5.572, 21.367
-182.680, 28.892, 5.596, 21.400
-182.678, 28.705, 5.619, 21.433
-182.677, 28.517, 5.642, 21.466
-182.675, 28.329, 5.664, 21.499
-182.674, 28.139, 5.686, 21.532
-182.672, 27.949, 5.708, 21.565
-182.671, 27.758, 5.729, 21.598
-182.669, 27.567, 5.750, 21.631
-182.668, 27.375, 5.770, 21.664
-182.666, 27.182, 5.790, 21.697
-182.665, 26.988, 5.810, 21.730
-182.663, 26.794, 5.830, 21.763
-182.661, 26.599, 5.849, 21.796
-182.660, 26.404, 5.868, 21.829
-182.658, 26.208, 5.888, 21.862
-182.657, 26.011, 5.907, 21.895
-182.655, 25.813, 5.926, 21.928
-182.654, 25.615, 5.944, 21.961
-182.652, 25.417, 5.963, 21.994
-182.650, 25.218, 5.982, 22.027
-182.649, 25.018, 6.001, 22.060
-182.647, 24.817, 6.020, 22.093
-182.646, 24.616, 6.039, 22.126
-182.644, 24.414, 6.058, 22.159
-182.643, 24.212, 6.077, 22.192
-182.641, 24.009, 6.096, 22.225
-182.640, 23.805, 6.115, 22.258
-182.638, 23.600, 6.134, 22.291
-182.636, 23.395, 6.154, 22.324
-182.635, 23.190, 6.173, 22.357
-182.633, 22.983, 6.193, 22.390
-182.632, 22.776, 6.213, 22.423
-182.630, 22.569, 6.233, 22.456
-182.629, 22.360, 6.253, 22.489
-182.627, 22.151, 6.273, 22.522
-182.625, 21.942, 6.293, 22.555
-182.624, 21.731, 6.313, 22.588
-182.622, 21.520, 6.334, 22.621
-182.621, 21.309, 6.354, 22.654
-182.619, 21.096, 6.375, 22.687
-182.617, 20.883, 6.396, 22.720
-182.616, 20.669, 6.417, 22.753
-182.614, 20.455, 6.438, 22.786
-182.613, 20.240, 6.459, 22.819
-182.611, 20.024, 6.480, 22.852
-182.609, 19.807, 6.501, 22.885
-182.608, 19.590, 6.522, 22.918
-182.606, 19.372, 6.544, 22.951
-182.605, 19.153, 6.565, 22.984
-182.603, 18.934, 6.587, 23.017
-182.601, 18.714, 6.609, 23.050
